customer_id,campaign_name,accepted,sort_order
10735,Campaign 1,0,1
9529,Campaign 1,1,1
6439,Campaign 1,0,1
7411,Campaign 1,0,1
2176,Campaign 1,1,1
9265,Campaign 1,0,1
8867,Campaign 1,0,1
8932,Campaign 1,0,1
10236,Campaign 1,0,1
6340,Campaign 1,0,1
10089,Campaign 1,1,1
2227,Campaign 1,0,1
10992,Campaign 1,0,1
5304,Campaign 1,0,1
309,Campaign 1,0,1
3406,Campaign 1,0,1
2661,Campaign 1,0,1
3153,Campaign 1,0,1
10264,Campaign 1,0,1
1184,Campaign 1,0,1
4200,Campaign 1,0,1
9396,Campaign 1,0,1
2387,Campaign 1,0,1
6690,Campaign 1,0,1
1225,Campaign 1,0,1
9703,Campaign 1,0,1
291,Campaign 1,0,1
4557,Campaign 1,0,1
2379,Campaign 1,0,1
5726,Campaign 1,0,1
3066,Campaign 1,0,1
6336,Campaign 1,0,1
10967,Campaign 1,0,1
2304,Campaign 1,0,1
3445,Campaign 1,0,1
7828,Campaign 1,0,1
3762,Campaign 1,1,1
4391,Campaign 1,0,1
4669,Campaign 1,0,1
10144,Campaign 1,0,1
8652,Campaign 1,0,1
1672,Campaign 1,0,1
8962,Campaign 1,0,1
9974,Campaign 1,0,1
10983,Campaign 1,0,1
8148,Campaign 1,0,1
10102,Campaign 1,0,1
4697,Campaign 1,0,1
9262,Campaign 1,0,1
7254,Campaign 1,0,1
4543,Campaign 1,0,1
4927,Campaign 1,0,1
10451,Campaign 1,0,1
2926,Campaign 1,0,1
2874,Campaign 1,0,1
9738,Campaign 1,0,1
7119,Campaign 1,0,1
3924,Campaign 1,0,1
5827,Campaign 1,0,1
5596,Campaign 1,0,1
10812,Campaign 1,0,1
1717,Campaign 1,0,1
9491,Campaign 1,0,1
9274,Campaign 1,1,1
6609,Campaign 1,0,1
6963,Campaign 1,0,1
4440,Campaign 1,0,1
1379,Campaign 1,0,1
10032,Campaign 1,0,1
2826,Campaign 1,0,1
6320,Campaign 1,0,1
3050,Campaign 1,0,1
231,Campaign 1,0,1
2392,Campaign 1,0,1
9478,Campaign 1,0,1
113,Campaign 1,0,1
1802,Campaign 1,0,1
520,Campaign 1,0,1
8275,Campaign 1,0,1
9750,Campaign 1,0,1
2607,Campaign 1,0,1
7214,Campaign 1,0,1
5835,Campaign 1,0,1
3896,Campaign 1,0,1
10350,Campaign 1,0,1
7786,Campaign 1,0,1
2861,Campaign 1,0,1
663,Campaign 1,0,1
10675,Campaign 1,0,1
2521,Campaign 1,0,1
9592,Campaign 1,0,1
10151,Campaign 1,0,1
7381,Campaign 1,1,1
4099,Campaign 1,0,1
9560,Campaign 1,0,1
10172,Campaign 1,0,1
11191,Campaign 1,0,1
9707,Campaign 1,0,1
6245,Campaign 1,0,1
8234,Campaign 1,0,1
1411,Campaign 1,0,1
8553,Campaign 1,0,1
1826,Campaign 1,0,1
8842,Campaign 1,0,1
11030,Campaign 1,0,1
2579,Campaign 1,0,1
175,Campaign 1,0,1
9185,Campaign 1,0,1
11056,Campaign 1,0,1
9365,Campaign 1,0,1
6201,Campaign 1,0,1
2061,Campaign 1,0,1
6184,Campaign 1,0,1
6142,Campaign 1,0,1
4107,Campaign 1,0,1
7274,Campaign 1,0,1
9336,Campaign 1,0,1
2958,Campaign 1,0,1
933,Campaign 1,0,1
5837,Campaign 1,0,1
10704,Campaign 1,0,1
5125,Campaign 1,0,1
4432,Campaign 1,0,1
5955,Campaign 1,0,1
2928,Campaign 1,0,1
5680,Campaign 1,0,1
10313,Campaign 1,0,1
2557,Campaign 1,0,1
1245,Campaign 1,0,1
1519,Campaign 1,0,1
10703,Campaign 1,0,1
1726,Campaign 1,0,1
4459,Campaign 1,0,1
1729,Campaign 1,0,1
1517,Campaign 1,0,1
2098,Campaign 1,0,1
9543,Campaign 1,0,1
6878,Campaign 1,0,1
3310,Campaign 1,0,1
2724,Campaign 1,0,1
948,Campaign 1,0,1
6720,Campaign 1,0,1
6202,Campaign 1,0,1
2066,Campaign 1,0,1
9799,Campaign 1,0,1
8318,Campaign 1,0,1
5642,Campaign 1,0,1
2669,Campaign 1,0,1
455,Campaign 1,0,1
7683,Campaign 1,0,1
3428,Campaign 1,0,1
7414,Campaign 1,0,1
6354,Campaign 1,0,1
798,Campaign 1,0,1
8213,Campaign 1,0,1
2488,Campaign 1,0,1
9999,Campaign 1,0,1
7617,Campaign 1,0,1
615,Campaign 1,0,1
2552,Campaign 1,0,1
194,Campaign 1,0,1
3645,Campaign 1,0,1
8890,Campaign 1,0,1
5049,Campaign 1,0,1
9973,Campaign 1,0,1
7301,Campaign 1,0,1
10882,Campaign 1,0,1
7030,Campaign 1,1,1
7422,Campaign 1,0,1
3523,Campaign 1,0,1
7106,Campaign 1,0,1
6504,Campaign 1,0,1
5067,Campaign 1,1,1
4216,Campaign 1,1,1
8581,Campaign 1,0,1
5929,Campaign 1,0,1
3129,Campaign 1,0,1
6528,Campaign 1,0,1
1361,Campaign 1,0,1
6932,Campaign 1,0,1
7284,Campaign 1,0,1
1340,Campaign 1,1,1
8746,Campaign 1,1,1
5987,Campaign 1,0,1
3767,Campaign 1,0,1
3725,Campaign 1,1,1
4324,Campaign 1,0,1
238,Campaign 1,0,1
6694,Campaign 1,0,1
498,Campaign 1,0,1
9347,Campaign 1,0,1
9699,Campaign 1,0,1
10664,Campaign 1,0,1
5455,Campaign 1,0,1
456,Campaign 1,0,1
5012,Campaign 1,0,1
7495,Campaign 1,0,1
5029,Campaign 1,0,1
10642,Campaign 1,0,1
2106,Campaign 1,0,1
10364,Campaign 1,0,1
5954,Campaign 1,0,1
1137,Campaign 1,1,1
2541,Campaign 1,0,1
1142,Campaign 1,0,1
2276,Campaign 1,0,1
2807,Campaign 1,0,1
6471,Campaign 1,0,1
6131,Campaign 1,0,1
6233,Campaign 1,0,1
4148,Campaign 1,0,1
4947,Campaign 1,1,1
3225,Campaign 1,0,1
7540,Campaign 1,0,1
10648,Campaign 1,0,1
1992,Campaign 1,1,1
7851,Campaign 1,0,1
8594,Campaign 1,0,1
7059,Campaign 1,0,1
2815,Campaign 1,0,1
2416,Campaign 1,0,1
7999,Campaign 1,0,1
9213,Campaign 1,0,1
9697,Campaign 1,0,1
3916,Campaign 1,0,1
2021,Campaign 1,0,1
1581,Campaign 1,0,1
564,Campaign 1,0,1
6619,Campaign 1,0,1
9081,Campaign 1,0,1
178,Campaign 1,0,1
916,Campaign 1,0,1
5512,Campaign 1,0,1
8970,Campaign 1,0,1
10581,Campaign 1,0,1
5300,Campaign 1,0,1
5154,Campaign 1,0,1
8346,Campaign 1,0,1
1676,Campaign 1,0,1
9286,Campaign 1,0,1
2426,Campaign 1,0,1
5172,Campaign 1,0,1
5562,Campaign 1,0,1
3436,Campaign 1,0,1
3921,Campaign 1,0,1
3403,Campaign 1,0,1
22,Campaign 1,0,1
10965,Campaign 1,1,1
9426,Campaign 1,0,1
6605,Campaign 1,0,1
3136,Campaign 1,0,1
8737,Campaign 1,0,1
11088,Campaign 1,0,1
716,Campaign 1,0,1
466,Campaign 1,0,1
9135,Campaign 1,0,1
10623,Campaign 1,0,1
8151,Campaign 1,0,1
5140,Campaign 1,0,1
10160,Campaign 1,0,1
4945,Campaign 1,0,1
10584,Campaign 1,0,1
6071,Campaign 1,0,1
3386,Campaign 1,0,1
8939,Campaign 1,0,1
9925,Campaign 1,0,1
4320,Campaign 1,0,1
5389,Campaign 1,0,1
6036,Campaign 1,0,1
182,Campaign 1,0,1
203,Campaign 1,0,1
11025,Campaign 1,0,1
10203,Campaign 1,0,1
4607,Campaign 1,0,1
3711,Campaign 1,1,1
3696,Campaign 1,0,1
2532,Campaign 1,0,1
9214,Campaign 1,0,1
4943,Campaign 1,0,1
35,Campaign 1,0,1
2258,Campaign 1,0,1
4322,Campaign 1,0,1
713,Campaign 1,0,1
4702,Campaign 1,0,1
3281,Campaign 1,0,1
702,Campaign 1,0,1
2004,Campaign 1,0,1
4769,Campaign 1,0,1
4437,Campaign 1,0,1
8724,Campaign 1,0,1
10741,Campaign 1,0,1
1991,Campaign 1,0,1
6931,Campaign 1,0,1
11096,Campaign 1,0,1
304,Campaign 1,0,1
3665,Campaign 1,0,1
10591,Campaign 1,0,1
5036,Campaign 1,0,1
5547,Campaign 1,0,1
7822,Campaign 1,0,1
8541,Campaign 1,0,1
10955,Campaign 1,0,1
4368,Campaign 1,0,1
9671,Campaign 1,0,1
2256,Campaign 1,0,1
4279,Campaign 1,0,1
5371,Campaign 1,0,1
9240,Campaign 1,0,1
9460,Campaign 1,0,1
9504,Campaign 1,0,1
8692,Campaign 1,0,1
448,Campaign 1,0,1
8314,Campaign 1,0,1
8420,Campaign 1,0,1
3174,Campaign 1,1,1
7685,Campaign 1,0,1
3179,Campaign 1,0,1
9780,Campaign 1,0,1
10681,Campaign 1,0,1
10232,Campaign 1,0,1
4184,Campaign 1,0,1
9120,Campaign 1,0,1
891,Campaign 1,0,1
10381,Campaign 1,0,1
3525,Campaign 1,0,1
6818,Campaign 1,0,1
3526,Campaign 1,0,1
8181,Campaign 1,0,1
1029,Campaign 1,0,1
7369,Campaign 1,0,1
2574,Campaign 1,1,1
8159,Campaign 1,0,1
1160,Campaign 1,0,1
10242,Campaign 1,0,1
5253,Campaign 1,0,1
5966,Campaign 1,0,1
5314,Campaign 1,0,1
5081,Campaign 1,0,1
5123,Campaign 1,0,1
5756,Campaign 1,0,1
8036,Campaign 1,0,1
9058,Campaign 1,1,1
5057,Campaign 1,0,1
254,Campaign 1,0,1
4179,Campaign 1,0,1
3710,Campaign 1,0,1
7627,Campaign 1,1,1
4501,Campaign 1,0,1
6424,Campaign 1,0,1
3075,Campaign 1,0,1
4992,Campaign 1,0,1
5252,Campaign 1,0,1
7444,Campaign 1,0,1
6919,Campaign 1,0,1
3537,Campaign 1,0,1
10277,Campaign 1,0,1
2453,Campaign 1,0,1
7972,Campaign 1,0,1
895,Campaign 1,0,1
1177,Campaign 1,0,1
7141,Campaign 1,0,1
7232,Campaign 1,0,1
8477,Campaign 1,0,1
2457,Campaign 1,0,1
988,Campaign 1,1,1
7930,Campaign 1,0,1
4587,Campaign 1,0,1
6682,Campaign 1,0,1
6222,Campaign 1,0,1
10299,Campaign 1,0,1
3083,Campaign 1,0,1
8953,Campaign 1,0,1
1503,Campaign 1,0,1
8650,Campaign 1,0,1
10862,Campaign 1,0,1
2782,Campaign 1,0,1
6941,Campaign 1,0,1
10972,Campaign 1,0,1
10708,Campaign 1,0,1
6583,Campaign 1,1,1
3641,Campaign 1,0,1
10156,Campaign 1,0,1
4299,Campaign 1,0,1
3469,Campaign 1,0,1
5063,Campaign 1,0,1
10727,Campaign 1,0,1
9624,Campaign 1,0,1
5156,Campaign 1,0,1
4376,Campaign 1,0,1
8923,Campaign 1,0,1
8461,Campaign 1,0,1
6945,Campaign 1,0,1
944,Campaign 1,0,1
1907,Campaign 1,0,1
701,Campaign 1,0,1
3856,Campaign 1,0,1
4149,Campaign 1,0,1
2131,Campaign 1,0,1
2942,Campaign 1,0,1
1173,Campaign 1,0,1
4381,Campaign 1,0,1
4611,Campaign 1,1,1
3376,Campaign 1,0,1
4679,Campaign 1,0,1
10928,Campaign 1,0,1
4248,Campaign 1,0,1
6728,Campaign 1,0,1
6661,Campaign 1,0,1
4725,Campaign 1,0,1
3277,Campaign 1,0,1
5555,Campaign 1,0,1
2564,Campaign 1,0,1
946,Campaign 1,0,1
3867,Campaign 1,0,1
6940,Campaign 1,0,1
55,Campaign 1,0,1
7093,Campaign 1,0,1
5084,Campaign 1,0,1
1777,Campaign 1,0,1
8162,Campaign 1,0,1
10826,Campaign 1,0,1
8754,Campaign 1,0,1
1987,Campaign 1,0,1
11007,Campaign 1,0,1
7426,Campaign 1,0,1
9153,Campaign 1,0,1
10379,Campaign 1,0,1
9204,Campaign 1,0,1
3197,Campaign 1,0,1
2920,Campaign 1,0,1
6961,Campaign 1,0,1
4673,Campaign 1,1,1
9937,Campaign 1,0,1
8779,Campaign 1,0,1
9596,Campaign 1,0,1
2891,Campaign 1,0,1
4910,Campaign 1,0,1
75,Campaign 1,0,1
10120,Campaign 1,0,1
6327,Campaign 1,0,1
10142,Campaign 1,0,1
9826,Campaign 1,0,1
1501,Campaign 1,0,1
10767,Campaign 1,1,1
7279,Campaign 1,0,1
7230,Campaign 1,0,1
143,Campaign 1,0,1
450,Campaign 1,0,1
9316,Campaign 1,0,1
6379,Campaign 1,0,1
9239,Campaign 1,0,1
8315,Campaign 1,0,1
2868,Campaign 1,0,1
10888,Campaign 1,0,1
1277,Campaign 1,1,1
9977,Campaign 1,0,1
10196,Campaign 1,0,1
6384,Campaign 1,0,1
8029,Campaign 1,1,1
968,Campaign 1,0,1
6988,Campaign 1,0,1
4472,Campaign 1,0,1
6991,Campaign 1,0,1
3336,Campaign 1,0,1
4301,Campaign 1,0,1
1940,Campaign 1,0,1
1272,Campaign 1,0,1
1388,Campaign 1,0,1
1044,Campaign 1,0,1
6969,Campaign 1,0,1
10479,Campaign 1,0,1
3619,Campaign 1,0,1
1715,Campaign 1,0,1
10159,Campaign 1,0,1
1463,Campaign 1,0,1
5114,Campaign 1,0,1
4990,Campaign 1,0,1
4329,Campaign 1,0,1
10936,Campaign 1,0,1
4692,Campaign 1,0,1
7212,Campaign 1,0,1
6086,Campaign 1,1,1
437,Campaign 1,0,1
11171,Campaign 1,0,1
11101,Campaign 1,0,1
5329,Campaign 1,0,1
610,Campaign 1,0,1
9384,Campaign 1,0,1
5956,Campaign 1,0,1
10430,Campaign 1,1,1
7875,Campaign 1,1,1
7072,Campaign 1,0,1
6255,Campaign 1,0,1
6516,Campaign 1,0,1
5564,Campaign 1,0,1
5682,Campaign 1,0,1
7458,Campaign 1,0,1
5237,Campaign 1,0,1
7761,Campaign 1,0,1
5278,Campaign 1,1,1
3560,Campaign 1,0,1
7235,Campaign 1,0,1
10548,Campaign 1,0,1
2281,Campaign 1,0,1
4073,Campaign 1,0,1
6974,Campaign 1,0,1
7938,Campaign 1,0,1
7094,Campaign 1,0,1
3667,Campaign 1,1,1
7723,Campaign 1,0,1
3870,Campaign 1,0,1
4012,Campaign 1,0,1
5909,Campaign 1,0,1
10470,Campaign 1,0,1
6488,Campaign 1,0,1
10270,Campaign 1,0,1
6887,Campaign 1,0,1
6406,Campaign 1,0,1
7573,Campaign 1,0,1
4508,Campaign 1,0,1
221,Campaign 1,0,1
5331,Campaign 1,0,1
1911,Campaign 1,0,1
20,Campaign 1,0,1
8786,Campaign 1,0,1
10582,Campaign 1,0,1
1915,Campaign 1,0,1
8897,Campaign 1,0,1
2371,Campaign 1,0,1
4303,Campaign 1,0,1
6825,Campaign 1,0,1
1072,Campaign 1,0,1
4964,Campaign 1,0,1
2461,Campaign 1,0,1
10736,Campaign 1,0,1
3194,Campaign 1,0,1
10839,Campaign 1,0,1
49,Campaign 1,0,1
4290,Campaign 1,0,1
10219,Campaign 1,0,1
4211,Campaign 1,0,1
1135,Campaign 1,0,1
6299,Campaign 1,0,1
10846,Campaign 1,0,1
347,Campaign 1,0,1
6543,Campaign 1,0,1
10446,Campaign 1,1,1
3479,Campaign 1,0,1
11075,Campaign 1,0,1
4442,Campaign 1,0,1
199,Campaign 1,0,1
6722,Campaign 1,0,1
796,Campaign 1,0,1
3749,Campaign 1,0,1
8523,Campaign 1,0,1
310,Campaign 1,0,1
8629,Campaign 1,0,1
236,Campaign 1,0,1
9930,Campaign 1,0,1
3483,Campaign 1,1,1
4599,Campaign 1,0,1
7326,Campaign 1,0,1
7352,Campaign 1,0,1
2350,Campaign 1,0,1
9145,Campaign 1,0,1
2964,Campaign 1,0,1
5585,Campaign 1,0,1
9687,Campaign 1,0,1
3732,Campaign 1,0,1
6303,Campaign 1,0,1
11176,Campaign 1,0,1
2986,Campaign 1,0,1
7462,Campaign 1,0,1
3900,Campaign 1,0,1
7034,Campaign 1,0,1
9493,Campaign 1,1,1
1143,Campaign 1,0,1
1,Campaign 1,0,1
3855,Campaign 1,0,1
5536,Campaign 1,1,1
5989,Campaign 1,0,1
9499,Campaign 1,0,1
6768,Campaign 1,0,1
2150,Campaign 1,0,1
6646,Campaign 1,0,1
4887,Campaign 1,0,1
8560,Campaign 1,0,1
3321,Campaign 1,0,1
11003,Campaign 1,0,1
10402,Campaign 1,0,1
9904,Campaign 1,0,1
6141,Campaign 1,0,1
5687,Campaign 1,0,1
10856,Campaign 1,0,1
5121,Campaign 1,0,1
4186,Campaign 1,0,1
368,Campaign 1,0,1
3312,Campaign 1,0,1
11121,Campaign 1,0,1
5332,Campaign 1,0,1
5848,Campaign 1,0,1
10343,Campaign 1,0,1
5935,Campaign 1,0,1
2895,Campaign 1,0,1
10262,Campaign 1,0,1
7848,Campaign 1,0,1
9477,Campaign 1,0,1
4856,Campaign 1,1,1
7186,Campaign 1,0,1
5794,Campaign 1,1,1
1456,Campaign 1,0,1
4877,Campaign 1,0,1
425,Campaign 1,0,1
3007,Campaign 1,0,1
1031,Campaign 1,0,1
4297,Campaign 1,0,1
807,Campaign 1,0,1
9553,Campaign 1,0,1
4271,Campaign 1,0,1
4120,Campaign 1,0,1
2036,Campaign 1,0,1
115,Campaign 1,0,1
4259,Campaign 1,0,1
8687,Campaign 1,0,1
2447,Campaign 1,0,1
10140,Campaign 1,0,1
9353,Campaign 1,0,1
3623,Campaign 1,0,1
738,Campaign 1,0,1
7631,Campaign 1,0,1
4789,Campaign 1,1,1
773,Campaign 1,0,1
10602,Campaign 1,0,1
1446,Campaign 1,0,1
3270,Campaign 1,0,1
8443,Campaign 1,0,1
9653,Campaign 1,0,1
8916,Campaign 1,0,1
8017,Campaign 1,0,1
5830,Campaign 1,0,1
4597,Campaign 1,0,1
7023,Campaign 1,0,1
8086,Campaign 1,0,1
8825,Campaign 1,0,1
2930,Campaign 1,0,1
1928,Campaign 1,0,1
7108,Campaign 1,0,1
10925,Campaign 1,0,1
9960,Campaign 1,0,1
8800,Campaign 1,0,1
9224,Campaign 1,0,1
5519,Campaign 1,0,1
5046,Campaign 1,0,1
7037,Campaign 1,0,1
905,Campaign 1,0,1
8624,Campaign 1,0,1
8945,Campaign 1,0,1
6445,Campaign 1,0,1
2727,Campaign 1,0,1
6404,Campaign 1,0,1
11074,Campaign 1,0,1
10150,Campaign 1,1,1
1968,Campaign 1,0,1
6534,Campaign 1,0,1
9485,Campaign 1,0,1
7053,Campaign 1,0,1
4654,Campaign 1,0,1
9760,Campaign 1,0,1
1048,Campaign 1,0,1
10619,Campaign 1,0,1
9308,Campaign 1,0,1
10505,Campaign 1,0,1
8362,Campaign 1,0,1
2625,Campaign 1,0,1
4637,Campaign 1,1,1
9972,Campaign 1,0,1
4483,Campaign 1,0,1
4487,Campaign 1,0,1
4988,Campaign 1,0,1
8931,Campaign 1,1,1
5871,Campaign 1,0,1
2008,Campaign 1,1,1
3139,Campaign 1,0,1
10037,Campaign 1,0,1
10673,Campaign 1,0,1
5303,Campaign 1,0,1
538,Campaign 1,0,1
7922,Campaign 1,0,1
5692,Campaign 1,0,1
4843,Campaign 1,0,1
6383,Campaign 1,0,1
1628,Campaign 1,0,1
1204,Campaign 1,1,1
3673,Campaign 1,0,1
760,Campaign 1,0,1
8957,Campaign 1,0,1
4128,Campaign 1,0,1
6810,Campaign 1,0,1
5386,Campaign 1,1,1
8700,Campaign 1,0,1
3202,Campaign 1,0,1
1328,Campaign 1,0,1
8405,Campaign 1,0,1
6515,Campaign 1,0,1
2882,Campaign 1,0,1
7574,Campaign 1,0,1
6387,Campaign 1,0,1
5320,Campaign 1,0,1
5048,Campaign 1,0,1
8146,Campaign 1,0,1
10031,Campaign 1,0,1
5748,Campaign 1,0,1
2134,Campaign 1,0,1
1523,Campaign 1,0,1
9665,Campaign 1,0,1
4640,Campaign 1,0,1
3635,Campaign 1,0,1
3547,Campaign 1,0,1
2456,Campaign 1,0,1
5633,Campaign 1,0,1
7801,Campaign 1,0,1
10489,Campaign 1,1,1
7011,Campaign 1,0,1
2620,Campaign 1,0,1
3933,Campaign 1,0,1
10981,Campaign 1,0,1
1734,Campaign 1,0,1
10995,Campaign 1,0,1
6357,Campaign 1,0,1
9209,Campaign 1,0,1
10286,Campaign 1,0,1
2611,Campaign 1,0,1
1600,Campaign 1,0,1
3308,Campaign 1,0,1
5407,Campaign 1,0,1
2166,Campaign 1,0,1
3955,Campaign 1,0,1
6634,Campaign 1,0,1
3056,Campaign 1,0,1
5718,Campaign 1,1,1
6872,Campaign 1,0,1
8164,Campaign 1,0,1
4580,Campaign 1,1,1
9305,Campaign 1,0,1
453,Campaign 1,0,1
8545,Campaign 1,1,1
9850,Campaign 1,0,1
7378,Campaign 1,0,1
7646,Campaign 1,0,1
1640,Campaign 1,0,1
5184,Campaign 1,0,1
8492,Campaign 1,1,1
11188,Campaign 1,0,1
1212,Campaign 1,0,1
9097,Campaign 1,0,1
10473,Campaign 1,0,1
7962,Campaign 1,1,1
9984,Campaign 1,1,1
5527,Campaign 1,0,1
6374,Campaign 1,0,1
7453,Campaign 1,0,1
8952,Campaign 1,0,1
241,Campaign 1,0,1
8975,Campaign 1,0,1
6119,Campaign 1,0,1
5236,Campaign 1,1,1
5723,Campaign 1,0,1
1710,Campaign 1,0,1
1970,Campaign 1,0,1
5313,Campaign 1,0,1
10634,Campaign 1,0,1
7010,Campaign 1,0,1
8562,Campaign 1,0,1
3158,Campaign 1,0,1
