customer_id,age,education,marital_status,income,kidhome,teenhome,total_children,has_children,dt_customer,tenure_days,recency,complain,mnt_wines,mnt_fruits,mnt_meat,mnt_fish,mnt_sweets,mnt_gold,total_spend,num_web_purchases,num_catalog_purchases,num_store_purchases,num_deals_purchases,num_web_visits_month,total_purchases,avg_spend_per_purchase,accepted_cmp1,accepted_cmp2,accepted_cmp3,accepted_cmp4,accepted_cmp5,response,total_hist_campaigns_accepted,clv_tier_num,clv_tier
6742,35,Graduation,Married,17688.0,1,0,1,1,2013-01-13,532,82,1,2.0,2.0,1.0,3.0,1.0,2.0,11.0,1,0,2,1,8,4,2.75,0,0,0,0,0,0,0,1,Low value
1109,32,Master,Together,27590.0,1,0,1,1,2013-04-23,432,38,0,6.0,0.0,5.0,0.0,0.0,1.0,12.0,1,0,2,1,7,4,3.0,0,0,0,0,0,0,0,1,Low value
9725,48,PhD,Together,28764.0,1,1,2,1,2014-06-05,24,16,0,8.0,0.0,3.0,0.0,0.0,1.0,12.0,1,0,2,1,8,4,3.0,0,0,1,0,0,0,1,1,Low value
5846,37,Graduation,Divorced,40246.0,1,0,1,1,2012-12-19,557,68,0,2.0,1.0,6.0,2.0,1.0,1.0,13.0,1,0,2,1,6,4,3.25,0,0,0,0,0,0,0,1,Low value
7196,64,PhD,Married,41145.0,1,1,2,1,2014-02-08,141,20,0,9.0,0.0,3.0,0.0,0.0,1.0,13.0,0,0,3,1,3,4,3.25,0,0,0,0,0,0,0,1,Low value
10067,38,Undergraduate,Together,25176.0,1,1,2,1,2013-08-10,323,79,0,4.0,0.0,4.0,0.0,0.0,5.0,13.0,1,0,2,1,7,4,3.25,0,0,0,0,0,0,0,1,Low value
2795,56,Master,Single,30523.0,2,1,3,1,2013-07-01,363,0,0,5.0,0.0,3.0,0.0,0.0,5.0,13.0,1,0,2,1,7,4,3.25,0,0,0,0,0,0,0,1,Low value
11148,39,Graduation,Together,22280.0,1,0,1,1,2013-05-19,406,85,0,2.0,1.0,4.0,3.0,1.0,2.0,13.0,1,0,2,1,8,4,3.25,0,0,0,0,0,0,0,1,Low value
10757,47,PhD,Divorced,28420.0,1,0,1,1,2013-12-24,187,36,0,4.0,2.0,5.0,2.0,0.0,0.0,13.0,1,0,2,1,6,4,3.25,0,0,0,0,0,0,0,1,Low value
10241,39,Undergraduate,Divorced,11448.0,0,0,0,0,2013-12-15,196,16,0,0.0,0.0,0.0,6.0,2.0,6.0,14.0,1,0,2,1,6,4,3.5,0,0,0,0,0,0,0,1,Low value
5029,68,Graduation,Married,18100.0,0,0,0,0,2013-08-06,327,14,0,3.0,1.0,2.0,4.0,3.0,1.0,14.0,0,0,3,1,5,4,3.5,0,0,0,0,0,0,0,1,Low value
9960,23,Basic,Single,26868.0,1,0,1,1,2014-04-30,60,52,0,0.0,0.0,1.0,8.0,3.0,2.0,14.0,1,0,2,1,7,4,3.5,0,0,0,0,0,0,0,1,Low value
8663,40,Graduation,Divorced,39996.0,1,1,2,1,2014-05-22,38,85,0,11.0,0.0,3.0,0.0,0.0,1.0,15.0,1,0,2,1,6,4,3.75,0,0,0,0,0,0,0,1,Low value
10207,36,Graduation,Together,22775.0,1,0,1,1,2013-06-19,375,40,0,5.0,1.0,8.0,0.0,0.0,1.0,15.0,1,0,2,1,8,4,3.75,0,0,0,0,0,0,0,1,Low value
3790,58,Graduation,Together,34633.0,2,1,3,1,2014-01-23,157,31,0,8.0,1.0,5.0,0.0,0.0,1.0,15.0,1,0,2,1,6,4,3.75,0,0,0,0,0,0,0,1,Low value
606,47,Graduation,Single,25930.0,1,1,2,1,2013-10-10,262,87,0,6.0,1.0,2.0,2.0,0.0,4.0,15.0,1,0,2,1,7,4,3.75,0,0,0,0,0,0,0,1,Low value
9523,32,Graduation,Together,40479.0,1,0,1,1,2013-08-17,316,95,0,5.0,0.0,8.0,2.0,0.0,0.0,15.0,0,0,3,1,4,4,3.75,0,0,0,0,0,0,0,1,Low value
7128,37,PhD,Single,42997.0,1,1,2,1,2013-12-07,204,91,0,4.0,0.0,5.0,0.0,1.0,5.0,15.0,1,0,2,1,7,4,3.75,0,0,0,0,0,0,0,1,Low value
4838,36,Graduation,Together,22775.0,1,0,1,1,2013-06-19,375,40,0,5.0,1.0,8.0,0.0,0.0,1.0,15.0,1,0,2,1,8,4,3.75,0,0,0,0,0,0,0,1,Low value
9553,27,Graduation,Married,7500.0,0,0,0,0,2013-01-09,536,94,0,0.0,2.0,3.0,4.0,1.0,5.0,15.0,0,0,3,1,6,4,3.75,0,0,0,0,0,0,0,1,Low value
9291,55,Master,Married,34242.0,0,1,1,1,2014-03-23,98,25,0,8.0,2.0,4.0,0.0,0.0,1.0,15.0,0,0,3,1,5,4,3.75,0,0,0,0,0,0,0,1,Low value
9213,44,Graduation,Widow,31880.0,1,0,1,1,2012-10-31,606,13,0,4.0,1.0,5.0,2.0,0.0,3.0,15.0,1,0,2,1,8,4,3.75,0,0,0,0,0,0,0,1,Low value
6825,61,Graduation,Together,41452.0,1,1,2,1,2013-03-06,480,86,0,13.0,0.0,3.0,0.0,0.0,0.0,16.0,1,0,2,1,7,4,4.0,0,0,0,0,0,0,0,1,Low value
5423,31,Graduation,Together,28359.0,1,0,1,1,2013-10-27,245,35,0,6.0,0.0,5.0,2.0,1.0,2.0,16.0,1,0,2,1,7,4,4.0,0,0,0,0,0,0,0,1,Low value
692,60,Graduation,Together,36807.0,1,1,2,1,2012-12-20,556,88,0,4.0,2.0,5.0,0.0,0.0,5.0,16.0,1,0,2,1,6,4,4.0,0,0,0,0,0,0,0,1,Low value
4329,30,PhD,Married,18988.0,1,0,1,1,2014-05-23,37,43,0,6.0,0.0,6.0,2.0,1.0,1.0,16.0,1,0,3,2,7,6,2.67,0,0,0,0,0,0,0,1,Low value
8461,52,Graduation,Divorced,46102.0,2,1,3,1,2014-03-10,111,3,0,14.0,0.0,1.0,0.0,0.0,1.0,16.0,1,0,2,1,7,4,4.0,0,0,0,0,0,0,0,1,Low value
10022,41,PhD,Single,54466.0,1,1,2,1,2014-02-09,140,78,0,12.0,0.0,4.0,0.0,0.0,0.0,16.0,1,0,2,1,5,4,4.0,0,0,0,0,0,0,0,1,Low value
11030,38,Master,Married,33181.0,1,0,1,1,2014-01-03,177,90,0,9.0,0.0,3.0,0.0,0.0,4.0,16.0,1,0,2,1,6,4,4.0,0,0,1,0,0,0,1,1,Low value
8916,39,Graduation,Divorced,36627.0,2,0,2,1,2013-07-23,341,78,0,9.0,1.0,5.0,0.0,0.0,1.0,16.0,0,0,3,1,5,4,4.0,0,0,0,0,0,0,0,1,Low value
2261,45,Graduation,Married,26304.0,1,0,1,1,2013-06-23,371,5,0,4.0,1.0,5.0,2.0,0.0,4.0,16.0,1,0,2,1,7,4,4.0,0,0,0,0,0,0,0,1,Low value
6679,48,Graduation,Single,33279.0,0,0,0,0,2014-06-12,17,29,0,10.0,3.0,3.0,0.0,0.0,0.0,16.0,0,0,3,1,3,4,4.0,0,0,0,0,0,0,0,1,Low value
193,18,Basic,Married,14421.0,0,0,0,0,2014-02-17,132,81,0,0.0,0.0,2.0,3.0,3.0,8.0,16.0,1,0,2,1,5,4,4.0,0,0,1,0,0,0,1,1,Low value
7411,50,PhD,Married,31686.0,1,1,2,1,2014-06-05,24,31,0,11.0,0.0,5.0,0.0,0.0,1.0,17.0,1,0,3,2,6,6,2.83,0,0,0,0,0,0,0,1,Low value
3153,57,PhD,Single,40737.0,2,1,3,1,2013-12-08,203,24,0,11.0,0.0,4.0,0.0,0.0,2.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,0,0,1,Low value
9392,43,Graduation,Single,26954.0,1,0,1,1,2014-05-08,52,17,0,4.0,1.0,11.0,0.0,0.0,1.0,17.0,1,0,2,1,7,4,4.25,0,0,0,0,0,0,0,1,Low value
10914,44,Graduation,Single,24163.0,1,1,2,1,2013-10-12,260,3,0,4.0,1.0,7.0,2.0,1.0,2.0,17.0,1,0,3,2,4,6,2.83,0,0,0,0,0,0,0,1,Low value
7264,36,Undergraduate,Single,52195.0,2,1,3,1,2014-05-12,48,2,0,12.0,0.0,4.0,0.0,0.0,1.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,0,0,1,Low value
2098,45,PhD,Married,33581.0,2,0,2,1,2013-01-08,537,38,0,11.0,0.0,5.0,0.0,0.0,1.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,0,0,1,Low value
1581,34,Graduation,Married,37406.0,1,0,1,1,2013-10-10,262,18,0,2.0,0.0,8.0,2.0,2.0,3.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,1,0,1,Low value
9530,26,Graduation,Married,24645.0,1,0,1,1,2012-11-01,605,16,0,5.0,3.0,4.0,4.0,1.0,0.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,0,0,1,Low value
3726,28,PhD,Together,34320.0,1,0,1,1,2014-02-16,133,66,0,4.0,1.0,9.0,3.0,0.0,0.0,17.0,1,0,2,1,8,4,4.25,0,0,0,0,0,0,0,1,Low value
6119,51,PhD,Single,36736.0,1,1,2,1,2013-05-10,415,52,0,10.0,0.0,3.0,0.0,0.0,4.0,17.0,1,0,2,1,6,4,4.25,0,0,0,0,0,0,0,1,Low value
4808,58,Graduation,Married,15759.0,0,0,0,0,2013-09-05,297,12,0,1.0,2.0,5.0,6.0,0.0,3.0,17.0,1,0,2,1,7,4,4.25,0,0,0,0,0,0,0,1,Low value
7990,67,Graduation,Married,27469.0,0,0,0,0,2012-08-02,696,2,0,9.0,1.0,2.0,3.0,2.0,0.0,17.0,0,0,3,1,6,4,4.25,0,0,0,0,0,0,0,1,Low value
3525,44,Graduation,Together,38200.0,1,1,2,1,2012-12-07,569,19,0,12.0,0.0,4.0,0.0,0.0,1.0,17.0,1,0,2,1,7,4,4.25,0,0,0,0,0,0,0,1,Low value
9283,36,Graduation,Single,60199.0,1,2,3,1,2013-09-12,290,49,0,8.0,1.0,7.0,2.0,0.0,0.0,18.0,0,0,3,1,4,4,4.5,0,0,0,0,0,0,0,1,Low value
6516,25,Basic,Married,17487.0,1,0,1,1,2013-03-18,468,37,0,0.0,0.0,1.0,7.0,4.0,6.0,18.0,1,0,2,1,7,4,4.5,0,0,0,0,0,0,0,1,Low value
8234,41,Basic,Together,27190.0,1,0,1,1,2013-08-15,318,13,0,1.0,6.0,7.0,0.0,1.0,3.0,18.0,1,0,2,1,8,4,4.5,0,0,1,0,0,1,1,1,Low value
1940,28,Graduation,Married,25252.0,1,0,1,1,2013-07-12,352,26,0,1.0,3.0,4.0,2.0,2.0,6.0,18.0,1,0,2,1,8,4,4.5,0,0,0,0,0,0,0,1,Low value
73,61,PhD,Single,51411.0,1,2,3,1,2013-05-26,399,81,0,14.0,0.0,3.0,0.0,0.0,1.0,18.0,0,0,3,1,5,4,4.5,0,0,0,0,0,0,0,1,Low value
10401,38,Undergraduate,Together,26326.0,0,0,0,0,2013-09-04,298,12,1,1.0,0.0,5.0,0.0,3.0,9.0,18.0,0,0,3,1,3,4,4.5,0,0,0,0,0,0,0,1,Low value
5907,62,Master,Married,33444.0,1,1,2,1,2012-11-03,603,24,0,8.0,0.0,8.0,0.0,0.0,2.0,18.0,1,0,2,1,8,4,4.5,0,0,0,0,0,0,0,1,Low value
10710,35,Graduation,Married,7500.0,0,1,1,1,2012-08-29,669,61,0,5.0,2.0,3.0,3.0,0.0,5.0,18.0,1,0,2,1,8,4,4.5,0,0,0,0,0,0,0,1,Low value
4817,58,Graduation,Divorced,22304.0,0,0,0,0,2012-08-04,694,91,0,3.0,2.0,7.0,0.0,4.0,2.0,18.0,1,0,2,1,8,4,4.5,0,0,0,0,0,0,0,1,Low value
2836,42,PhD,Married,43269.0,1,0,1,1,2013-09-16,286,61,0,10.0,1.0,7.0,0.0,0.0,1.0,19.0,1,0,2,1,8,4,4.75,0,0,0,0,0,0,0,1,Low value
9850,42,Undergraduate,Married,24884.0,1,0,1,1,2012-11-29,577,32,0,3.0,6.0,7.0,0.0,0.0,3.0,19.0,0,0,3,1,7,4,4.75,0,0,0,0,0,0,0,1,Low value
9617,63,Graduation,Single,15033.0,0,0,0,0,2014-04-16,74,37,0,0.0,4.0,5.0,6.0,0.0,4.0,19.0,1,0,3,1,3,5,3.8,0,0,0,0,0,0,0,1,Low value
2724,33,Master,Single,36143.0,1,0,1,1,2014-03-30,91,33,0,12.0,0.0,1.0,0.0,0.0,6.0,19.0,0,1,2,1,3,4,4.75,0,0,0,0,0,0,0,1,Low value
2986,38,Graduation,Married,30772.0,1,1,2,1,2014-03-12,109,89,0,7.0,2.0,4.0,2.0,1.0,4.0,20.0,1,0,2,1,6,4,5.0,0,0,0,0,0,0,0,1,Low value
3436,45,Graduation,Married,14045.0,1,0,1,1,2014-01-26,154,24,0,11.0,0.0,5.0,2.0,1.0,1.0,20.0,1,0,3,1,7,5,4.0,0,0,0,0,0,0,0,1,Low value
9467,30,Graduation,Single,34738.0,1,0,1,1,2014-05-11,49,51,0,3.0,2.0,10.0,3.0,0.0,2.0,20.0,1,0,3,1,6,5,4.0,0,0,0,0,0,0,0,1,Low value
10560,34,PhD,Single,36802.0,1,0,1,1,2014-06-16,13,23,0,16.0,1.0,2.0,0.0,0.0,1.0,20.0,1,0,3,1,5,5,4.0,0,0,0,0,0,0,0,1,Low value
8754,40,PhD,Together,45068.0,0,1,1,1,2013-05-16,409,25,0,14.0,0.0,3.0,0.0,0.0,3.0,20.0,1,0,2,1,7,4,5.0,0,0,0,0,0,0,0,1,Low value
8275,49,PhD,Divorced,47025.0,1,1,2,1,2014-02-09,140,6,0,16.0,0.0,3.0,0.0,0.0,1.0,20.0,1,0,2,1,7,4,5.0,0,0,0,0,0,0,0,1,Low value
4037,38,Graduation,Divorced,31859.0,1,0,1,1,2013-06-14,380,77,0,3.0,1.0,3.0,8.0,0.0,5.0,20.0,1,0,2,1,7,4,5.0,0,0,0,0,0,0,0,1,Low value
3081,36,PhD,Married,41014.0,1,0,1,1,2013-04-22,433,65,0,7.0,2.0,6.0,2.0,0.0,3.0,20.0,1,0,2,1,7,4,5.0,0,0,0,0,0,0,0,1,Low value
10141,54,Master,Divorced,39228.0,0,0,0,0,2013-05-10,415,1,0,7.0,1.0,6.0,0.0,3.0,3.0,20.0,0,0,3,1,4,4,5.0,0,0,0,0,0,0,0,1,Low value
2587,42,PhD,Married,29791.0,1,0,1,1,2014-05-15,45,21,0,14.0,0.0,6.0,0.0,0.0,0.0,20.0,2,0,3,2,5,7,2.86,0,0,0,0,0,0,0,1,Low value
361,45,Master,Married,43142.0,1,1,2,1,2014-02-18,131,84,0,5.0,1.0,7.0,2.0,1.0,4.0,20.0,1,0,2,1,7,4,5.0,0,0,0,0,0,0,0,1,Low value
7284,61,Graduation,Married,48686.0,1,2,3,1,2013-12-04,207,8,0,10.0,0.0,7.0,2.0,0.0,1.0,20.0,1,0,2,1,8,4,5.0,0,0,0,0,0,0,0,1,Low value
8514,38,Graduation,Together,29478.0,1,0,1,1,2014-01-17,163,59,0,8.0,0.0,7.0,3.0,1.0,1.0,20.0,1,0,3,1,6,5,4.0,0,0,0,0,0,0,0,1,Low value
10364,55,Graduation,Divorced,23295.0,0,0,0,0,2013-07-13,351,72,0,0.0,0.0,1.0,2.0,12.0,5.0,20.0,1,0,2,1,8,4,5.0,0,0,0,0,0,0,0,1,Low value
10790,29,PhD,Married,18169.0,1,0,1,1,2013-02-19,495,40,0,9.0,0.0,5.0,0.0,0.0,7.0,21.0,1,0,2,1,8,4,5.25,0,0,0,0,0,0,0,1,Low value
255,63,Graduation,Divorced,22263.0,1,1,2,1,2014-03-30,91,31,1,17.0,0.0,2.0,0.0,0.0,2.0,21.0,1,0,3,2,6,6,3.5,0,0,0,0,0,0,0,1,Low value
1463,56,Graduation,Single,45160.0,1,1,2,1,2014-03-29,92,9,0,8.0,2.0,5.0,3.0,0.0,3.0,21.0,1,0,2,1,7,4,5.25,0,0,0,0,0,0,0,1,Low value
2256,41,Master,Married,27159.0,1,1,2,1,2014-03-29,92,33,0,17.0,0.0,3.0,0.0,0.0,1.0,21.0,1,0,3,2,6,6,3.5,0,0,0,0,0,0,0,1,Low value
803,46,Graduation,Together,40521.0,1,1,2,1,2013-04-05,450,82,0,12.0,0.0,5.0,0.0,0.0,4.0,21.0,0,1,2,1,5,4,5.25,0,0,0,0,0,0,0,1,Low value
10686,49,PhD,Together,34230.0,1,1,2,1,2012-12-26,550,72,0,15.0,0.0,4.0,0.0,0.0,2.0,21.0,1,0,2,1,7,4,5.25,0,0,0,0,0,0,0,1,Low value
11086,30,Basic,Single,25707.0,1,0,1,1,2014-01-18,162,18,0,1.0,6.0,2.0,3.0,6.0,3.0,21.0,1,0,3,1,7,5,4.2,0,0,0,0,0,0,0,1,Low value
10381,35,Graduation,Single,47691.0,0,1,1,1,2013-07-05,359,43,0,14.0,0.0,3.0,0.0,0.0,4.0,21.0,1,0,2,1,6,4,5.25,0,0,0,0,0,0,0,1,Low value
10175,56,PhD,Divorced,32173.0,0,1,1,1,2013-08-01,332,0,0,18.0,0.0,2.0,0.0,0.0,2.0,22.0,1,0,3,1,4,5,4.4,0,0,0,0,0,0,0,1,Low value
8080,28,Graduation,Single,26816.0,0,0,0,0,2012-08-17,681,50,0,5.0,1.0,6.0,3.0,4.0,3.0,22.0,0,0,3,1,4,4,5.5,0,0,0,0,0,0,0,1,Low value
577,38,Undergraduate,Together,26907.0,1,1,2,1,2013-08-20,313,10,0,9.0,1.0,7.0,0.0,3.0,2.0,22.0,1,0,3,2,7,6,3.67,0,0,0,0,0,0,0,1,Low value
8430,57,Graduation,Together,21994.0,0,1,1,1,2012-12-24,552,4,0,9.0,0.0,6.0,3.0,1.0,3.0,22.0,0,0,3,1,5,4,5.5,0,0,0,0,0,0,0,1,Low value
10432,40,Graduation,Divorced,19346.0,1,0,1,1,2014-01-30,150,26,0,2.0,0.0,9.0,3.0,6.0,2.0,22.0,1,0,3,1,8,5,4.4,0,0,0,0,0,0,0,1,Low value
11091,61,Graduation,Together,34587.0,1,1,2,1,2014-05-16,44,68,0,7.0,2.0,9.0,2.0,0.0,2.0,22.0,1,0,3,2,4,6,3.67,0,0,0,0,0,0,0,1,Low value
3120,33,Graduation,Together,38547.0,1,0,1,1,2013-08-28,305,49,1,6.0,1.0,10.0,0.0,1.0,4.0,22.0,1,0,2,1,8,4,5.5,0,0,0,0,0,0,0,1,Low value
7901,43,Master,Married,34109.0,0,1,1,1,2013-11-06,235,39,0,9.0,1.0,5.0,2.0,1.0,4.0,22.0,0,0,3,1,4,4,5.5,0,0,0,0,0,0,0,1,Low value
2375,42,Graduation,Together,30261.0,1,2,3,1,2012-09-25,642,75,0,8.0,0.0,5.0,0.0,3.0,6.0,22.0,0,0,3,1,8,4,5.5,0,0,0,0,0,0,0,1,Low value
1606,43,Graduation,Together,38590.0,1,0,1,1,2013-05-15,410,65,0,3.0,1.0,8.0,4.0,3.0,3.0,22.0,1,0,2,1,8,4,5.5,0,0,0,0,0,0,0,1,Low value
8619,57,Graduation,Together,21994.0,0,1,1,1,2012-12-24,552,4,0,9.0,0.0,6.0,3.0,1.0,3.0,22.0,0,0,3,1,5,4,5.5,0,0,0,0,0,0,0,1,Low value
6646,30,Graduation,Together,16529.0,1,0,1,1,2014-03-01,120,23,0,3.0,0.0,5.0,13.0,0.0,1.0,22.0,1,0,3,1,6,5,4.4,0,0,0,0,0,0,0,1,Low value
8702,38,Undergraduate,Together,26907.0,1,1,2,1,2013-08-20,313,10,0,9.0,1.0,7.0,0.0,3.0,2.0,22.0,1,0,3,2,7,6,3.67,0,0,0,0,0,0,0,1,Low value
9543,29,Graduation,Married,19986.0,1,0,1,1,2013-11-14,227,74,0,3.0,6.0,5.0,0.0,2.0,6.0,22.0,0,0,3,1,7,4,5.5,0,0,0,0,0,0,0,1,Low value
1183,65,Master,Married,36408.0,1,1,2,1,2013-09-21,281,11,0,9.0,1.0,4.0,3.0,2.0,3.0,22.0,1,0,2,1,6,4,5.5,0,0,0,0,0,0,0,1,Low value
451,25,Graduation,Single,9255.0,1,0,1,1,2013-12-20,191,91,0,9.0,0.0,7.0,2.0,0.0,4.0,22.0,1,1,2,1,8,5,4.4,0,0,0,0,0,0,0,1,Low value
7093,29,Graduation,Married,19986.0,1,0,1,1,2013-11-14,227,74,0,3.0,6.0,5.0,0.0,2.0,6.0,22.0,0,0,3,1,7,4,5.5,0,0,0,0,0,0,0,1,Low value
2861,31,Graduation,Single,24072.0,1,0,1,1,2013-04-16,439,79,0,9.0,1.0,6.0,3.0,0.0,4.0,23.0,1,0,2,1,8,4,5.75,0,0,0,0,0,0,0,1,Low value
2217,39,Undergraduate,Married,37284.0,1,1,2,1,2013-03-29,457,46,0,11.0,1.0,2.0,2.0,1.0,6.0,23.0,0,0,3,1,6,4,5.75,0,0,0,0,0,0,0,1,Low value
5493,38,Graduation,Married,39356.0,1,1,2,1,2014-03-19,102,21,0,15.0,0.0,2.0,0.0,0.0,6.0,23.0,1,0,2,1,6,4,5.75,0,0,1,0,0,0,1,1,Low value
4102,39,Undergraduate,Married,37284.0,1,1,2,1,2013-03-29,457,46,0,11.0,1.0,2.0,2.0,1.0,6.0,23.0,0,0,3,1,6,4,5.75,0,0,0,0,0,0,0,1,Low value
2166,54,Undergraduate,Widow,46779.0,1,1,2,1,2013-07-12,352,55,0,12.0,1.0,3.0,0.0,0.0,7.0,23.0,0,1,2,1,4,4,5.75,0,0,0,0,0,0,0,1,Low value
8315,19,Graduation,Single,34824.0,0,0,0,0,2014-03-26,95,65,0,4.0,2.0,11.0,2.0,0.0,4.0,23.0,1,0,2,1,6,4,5.75,0,0,0,0,0,0,0,1,Low value
2936,32,Master,Together,23661.0,1,0,1,1,2013-12-04,207,46,0,18.0,0.0,4.0,0.0,0.0,1.0,23.0,1,0,3,1,7,5,4.6,0,0,0,0,0,0,0,1,Low value
5184,19,Graduation,Single,34824.0,0,0,0,0,2014-03-26,95,65,0,4.0,2.0,11.0,2.0,0.0,4.0,23.0,1,0,2,1,6,4,5.75,0,0,0,0,0,0,0,1,Low value
8254,40,PhD,Married,34596.0,1,0,1,1,2013-04-13,442,48,0,14.0,0.0,2.0,0.0,0.0,7.0,23.0,1,0,2,1,8,4,5.75,0,0,0,0,0,0,0,1,Low value
5577,31,Graduation,Together,43776.0,1,0,1,1,2014-05-03,57,77,0,8.0,0.0,9.0,2.0,1.0,3.0,23.0,1,0,2,1,6,4,5.75,0,0,0,0,0,0,0,1,Low value
2620,40,PhD,Married,34596.0,1,0,1,1,2013-04-13,442,48,0,14.0,0.0,2.0,0.0,0.0,7.0,23.0,1,0,2,1,8,4,5.75,0,0,0,0,0,1,0,1,Low value
2694,47,Graduation,Married,42664.0,0,1,1,1,2014-03-18,103,44,0,21.0,0.0,3.0,0.0,0.0,0.0,24.0,1,0,3,1,6,5,4.8,0,0,0,0,0,0,0,1,Low value
8977,29,Basic,Single,16581.0,0,0,0,0,2013-01-12,533,51,0,1.0,3.0,4.0,2.0,3.0,11.0,24.0,0,0,3,1,4,4,6.0,0,0,0,0,0,0,0,1,Low value
4290,42,Graduation,Married,30467.0,1,0,1,1,2014-03-19,102,8,0,1.0,3.0,8.0,2.0,5.0,5.0,24.0,1,0,2,1,7,4,6.0,0,0,0,0,0,0,0,1,Low value
3112,37,Master,Married,22701.0,1,0,1,1,2013-09-05,297,2,0,2.0,4.0,9.0,0.0,4.0,5.0,24.0,1,0,3,1,5,5,4.8,0,0,0,0,0,0,0,1,Low value
